observationAbout,observationDate,value,variableMeasured,unit,measurementMethod,#input
country/IND,1991,8279403,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:11:2
country/IND,1992,6269039,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:12:1
country/IND,1992,8319563,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:12:2
country/IND,1993,6649310,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:13:1
country/IND,1993,8835952,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:13:2
country/IND,1994,6632323,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:14:1
country/IND,1994,8837716,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:14:2
country/IND,1995,6970116,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:15:1
country/IND,1995,9227097,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:15:2
country/IND,1996,7632297,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:16:1
country/IND,1996,10222169,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:16:2
country/IND,1997,7208143,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:17:1
country/IND,1997,9536282,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:17:2
country/IND,1998,7652254,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:18:1
country/IND,1998,10073485,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:18:2
country/IND,1999,6364464,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:19:1
country/IND,1999,8588581,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:19:2
country/IND,2000,6280659,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:20:1
country/IND,2000,8172836,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:20:2
country/IND,2001,6135238,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:21:1
country/IND,2001,7987780,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:21:2
country/IND,2002,5957848,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:22:1
country/IND,2002,7750366,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:22:2
country/IND,2003,6161493,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:23:1
country/IND,2003,7935948,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:23:2
country/IND,2004,6086908,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:24:1
country/IND,2004,7870081,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:24:2
country/IND,2005,6599298,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:25:1
country/IND,2005,8453624,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:25:2
country/IND,2006,7136097,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:26:1
country/IND,2006,9111680,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:26:2
country/IND,2007,7880536,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:27:1
country/IND,2007,10328434,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:27:2
country/IND,2008,8198110,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:28:1
country/IND,2008,10452535,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:28:2
country/IND,2009,8776745,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:29:1
country/IND,2009,11327485,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:29:2
country/IND,2010,9157802,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:30:1
country/IND,2010,11792055,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:30:2
country/IND,2011,9901970,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:31:1
country/IND,2011,12694853,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:31:2
country/IND,2012,10438156,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:32:1
country/IND,2012,13430483,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:32:2
country/IND,2013,10051626,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:33:1
country/IND,2013,12950025,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:33:2
country/IND,2014,10444404,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:34:1
country/IND,2014,13538114,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:34:2
country/IND,2015,10755288,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:35:1
country/IND,2015,13881386,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:35:2
country/IND,2016,11136133,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:36:1
country/IND,2016,14299710,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:36:2
country/IND,2017,11662947,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:37:1
country/IND,2017,14911189,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:37:2
country/IND,2018,12224422,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:38:1
country/IND,2018,15614619,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:38:2
country/IND,2019,12798588,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:39:1
country/IND,2019,16280211,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:39:2
country/IND,2020,13058156,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:40:1
country/IND,2020,16624291,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:40:2
country/IND,2021,12594563,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:41:1
country/IND,2021,16089700,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:41:2
country/IND,2022,13609931,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:42:1
country/IND,2022,17215350,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:42:2
country/IND,2023,14616971,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:43:1
country/IND,2023,18494962,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:43:2
country/IND,2024,15519957,dcid:Count_Worker_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:44:1
country/IND,2024,19589131,dcid:Count_Person_Factory_TotalEngaged,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data3.csv:44:2
wikidataId/Q1191,2011,27892,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:1
wikidataId/Q1191,2012,28215,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:2
wikidataId/Q1191,2013,28949,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:3
wikidataId/Q1191,2014,29123,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:4
wikidataId/Q1191,2015,28601,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:5
wikidataId/Q1191,2016,28210,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:6
wikidataId/Q1191,2017,27010,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:7
wikidataId/Q1191,2018,26393,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:8
wikidataId/Q1191,2019,25972,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:9
wikidataId/Q1191,2020,25610,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:10
wikidataId/Q1191,2021,26059,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:11
wikidataId/Q1191,2022,26350,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:12
wikidataId/Q1191,2023,26446,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:13
wikidataId/Q1191,2024,26539,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:2:14
wikidataId/Q1061,2011,21282,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:1
wikidataId/Q1061,2012,22220,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:2
wikidataId/Q1061,2013,22587,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:3
wikidataId/Q1061,2014,22876,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:4
wikidataId/Q1061,2015,23433,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:5
wikidataId/Q1061,2016,24426,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:6
wikidataId/Q1061,2017,25966,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:7
wikidataId/Q1061,2018,26586,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:8
wikidataId/Q1061,2019,26842,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:9
wikidataId/Q1061,2020,28479,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:10
wikidataId/Q1061,2021,29497,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:11
wikidataId/Q1061,2022,29766,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:12
wikidataId/Q1061,2023,31031,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:13
wikidataId/Q1061,2024,33311,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:3:14
wikidataId/Q1445,2011,36848,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:1
wikidataId/Q1445,2012,36996,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:2
wikidataId/Q1445,2013,36869,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:3
wikidataId/Q1445,2014,37378,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:4
wikidataId/Q1445,2015,37878,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:5
wikidataId/Q1445,2016,37331,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:6
wikidataId/Q1445,2017,37220,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:7
wikidataId/Q1445,2018,37787,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:8
wikidataId/Q1445,2019,38131,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:9
wikidataId/Q1445,2020,38837,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:10
wikidataId/Q1445,2021,39393,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:11
wikidataId/Q1445,2022,39512,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:12
wikidataId/Q1445,2023,39666,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:13
wikidataId/Q1445,2024,40121,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:4:14
wikidataId/Q1159,2011,26286,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:5:1
wikidataId/Q1159,2012,27708,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:5:2
wikidataId/Q1159,2013,15358,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:5:3
wikidataId/Q1159,2014,15719,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:5:4
wikidataId/Q1159,2015,16012,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:5:5
wikidataId/Q1159,2016,16340,dcid:Count_Establishment_Factory,,,/usr/local/google/home/hareeshms/dc/customdc/msme/Custom_DC_Files/mospi/asi/input_data/mospi_asi-data5.csv:5:6
