observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2015,wikidataId/Q1188,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3839444800000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1191,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,15431648717629,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1193,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,152449000000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1195,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,201403324918,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1502,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,112610400000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1599,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,143987691359,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q22048,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,2706653415806,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q22424,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3121253328600,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1437,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,5215089311101,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1505,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,130709709127,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1445,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,8939150673071,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q677037,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4163320700000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1363,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,269652100000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1498,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,8344323778004,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1499,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1412776400000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q1356,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,5743643222755,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q40888,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,47416294284,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q120971341,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,228701254862,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q9357528,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4283551495216,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q66278313,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,823721128721,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2015,wikidataId/Q66743,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,182066524714,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1159,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4986062600000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1162,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,142404600000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1164,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1911089909524,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1165,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,2964881811084,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1168,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1905837700000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1171,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,460908632979,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1061,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,8944653379630,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1174,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4134047884011,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1177,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,962740605905,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1184,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1748811500000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1185,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,8313217831671,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1186,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4512100152278,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1188,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4187357400000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1191,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,16542836143754,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1193,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,164236800000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1195,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,206384179728,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1502,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,123235934496,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1599,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,146604886414,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q22048,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,2922289296617,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q22424,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,3300519266169,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1437,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,5633395310360,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1505,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,143695010716,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1445,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,9675624605161,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q677037,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4645424356400,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1363,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,267869000000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1498,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,9082413293604,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1499,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,1526987300000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q1356,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,6095447850636,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q40888,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,50920821404,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q120971341,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,249322392680,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q9357528,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,4756225015436,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q66278313,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,970013402789,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2016,wikidataId/Q66743,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,190602385357,INR,ConstantPrice_WithBaseYear2011_12,P1Y
2017,wikidataId/Q1159,dcid:Amount_EconomicActivity_GrossDomesticProduction_RealValue,5402117700000,INR,ConstantPrice_WithBaseYear2011_12,P1Y
