observationAbout,observationDate,variableMeasured,value,#input
country/EST,1991,dcid:Count_Person_55To59Years_Female,49387,estonia_population.csv:7165:3
country/EST,1991,dcid:Count_Person_60To64Years_Female,51478,estonia_population.csv:7166:3
country/EST,1991,dcid:Count_Person_65To69Years_Female,44039,estonia_population.csv:7167:3
country/EST,1991,dcid:Count_Person_70To74Years_Female,25903,estonia_population.csv:7168:3
country/EST,1991,dcid:Count_Person_75To79Years_Female,27226,estonia_population.csv:7169:3
country/EST,1991,dcid:Count_Person_80To84Years_Female,18892,estonia_population.csv:7170:3
country/EST,1991,dcid:Count_Person_85OrMoreYears_Female,12015,estonia_population.csv:7175:3
country/EST,1991,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7176:3
country/EST,1992,dcid:Count_Person_Female,828123,estonia_population.csv:7177:3
country/EST,1992,dcid:Count_Person_0Years_Female,9224,estonia_population.csv:7178:3
country/EST,1992,dcid:Count_Person_1To4Years_Female,45854,estonia_population.csv:7179:3
country/EST,1992,dcid:Count_Person_5To9Years_Female,57951,estonia_population.csv:7180:3
country/EST,1992,dcid:Count_Person_10To14Years_Female,54397,estonia_population.csv:7181:3
country/EST,1992,dcid:Count_Person_15To19Years_Female,52903,estonia_population.csv:7182:3
country/EST,1992,dcid:Count_Person_20To24Years_Female,51483,estonia_population.csv:7183:3
country/EST,1992,dcid:Count_Person_25To29Years_Female,52970,estonia_population.csv:7184:3
country/EST,1992,dcid:Count_Person_30To34Years_Female,60001,estonia_population.csv:7185:3
country/EST,1992,dcid:Count_Person_35To39Years_Female,59067,estonia_population.csv:7186:3
country/EST,1992,dcid:Count_Person_40To44Years_Female,56312,estonia_population.csv:7187:3
country/EST,1992,dcid:Count_Person_45To49Years_Female,43030,estonia_population.csv:7188:3
country/EST,1992,dcid:Count_Person_50To54Years_Female,55359,estonia_population.csv:7189:3
country/EST,1992,dcid:Count_Person_55To59Years_Female,48975,estonia_population.csv:7190:3
country/EST,1992,dcid:Count_Person_60To64Years_Female,51001,estonia_population.csv:7191:3
country/EST,1992,dcid:Count_Person_65To69Years_Female,45309,estonia_population.csv:7192:3
country/EST,1992,dcid:Count_Person_70To74Years_Female,28073,estonia_population.csv:7193:3
country/EST,1992,dcid:Count_Person_75To79Years_Female,24972,estonia_population.csv:7194:3
country/EST,1992,dcid:Count_Person_80To84Years_Female,19030,estonia_population.csv:7195:3
country/EST,1992,dcid:Count_Person_85OrMoreYears_Female,12212,estonia_population.csv:7200:3
country/EST,1992,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7201:3
country/EST,1993,dcid:Count_Person_Female,807998,estonia_population.csv:7202:3
country/EST,1993,dcid:Count_Person_0Years_Female,8545,estonia_population.csv:7203:3
country/EST,1993,dcid:Count_Person_1To4Years_Female,41891,estonia_population.csv:7204:3
country/EST,1993,dcid:Count_Person_5To9Years_Female,56424,estonia_population.csv:7205:3
country/EST,1993,dcid:Count_Person_10To14Years_Female,52997,estonia_population.csv:7206:3
country/EST,1993,dcid:Count_Person_15To19Years_Female,51406,estonia_population.csv:7207:3
country/EST,1993,dcid:Count_Person_20To24Years_Female,51385,estonia_population.csv:7208:3
country/EST,1993,dcid:Count_Person_25To29Years_Female,49910,estonia_population.csv:7209:3
country/EST,1993,dcid:Count_Person_30To34Years_Female,57187,estonia_population.csv:7210:3
country/EST,1993,dcid:Count_Person_35To39Years_Female,57079,estonia_population.csv:7211:3
country/EST,1993,dcid:Count_Person_40To44Years_Female,55595,estonia_population.csv:7212:3
country/EST,1993,dcid:Count_Person_45To49Years_Female,43582,estonia_population.csv:7213:3
country/EST,1993,dcid:Count_Person_50To54Years_Female,52218,estonia_population.csv:7214:3
country/EST,1993,dcid:Count_Person_55To59Years_Female,49057,estonia_population.csv:7215:3
country/EST,1993,dcid:Count_Person_60To64Years_Female,50554,estonia_population.csv:7216:3
country/EST,1993,dcid:Count_Person_65To69Years_Female,45624,estonia_population.csv:7217:3
country/EST,1993,dcid:Count_Person_70To74Years_Female,30779,estonia_population.csv:7218:3
country/EST,1993,dcid:Count_Person_75To79Years_Female,22412,estonia_population.csv:7219:3
country/EST,1993,dcid:Count_Person_80To84Years_Female,19166,estonia_population.csv:7220:3
country/EST,1993,dcid:Count_Person_85OrMoreYears_Female,12187,estonia_population.csv:7225:3
country/EST,1993,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7226:3
country/EST,1994,dcid:Count_Person_Female,790952,estonia_population.csv:7227:3
country/EST,1994,dcid:Count_Person_0Years_Female,7116,estonia_population.csv:7228:3
country/EST,1994,dcid:Count_Person_1To4Years_Female,38209,estonia_population.csv:7229:3
country/EST,1994,dcid:Count_Person_5To9Years_Female,55370,estonia_population.csv:7230:3
country/EST,1994,dcid:Count_Person_10To14Years_Female,52466,estonia_population.csv:7231:3
country/EST,1994,dcid:Count_Person_15To19Years_Female,50150,estonia_population.csv:7232:3
country/EST,1994,dcid:Count_Person_20To24Years_Female,50433,estonia_population.csv:7233:3
country/EST,1994,dcid:Count_Person_25To29Years_Female,48183,estonia_population.csv:7234:3
country/EST,1994,dcid:Count_Person_30To34Years_Female,54673,estonia_population.csv:7235:3
country/EST,1994,dcid:Count_Person_35To39Years_Female,56015,estonia_population.csv:7236:3
country/EST,1994,dcid:Count_Person_40To44Years_Female,54300,estonia_population.csv:7237:3
country/EST,1994,dcid:Count_Person_45To49Years_Female,45992,estonia_population.csv:7238:3
country/EST,1994,dcid:Count_Person_50To54Years_Female,48201,estonia_population.csv:7239:3
country/EST,1994,dcid:Count_Person_55To59Years_Female,50107,estonia_population.csv:7240:3
country/EST,1994,dcid:Count_Person_60To64Years_Female,48394,estonia_population.csv:7241:3
country/EST,1994,dcid:Count_Person_65To69Years_Female,45977,estonia_population.csv:7242:3
country/EST,1994,dcid:Count_Person_70To74Years_Female,32841,estonia_population.csv:7243:3
country/EST,1994,dcid:Count_Person_75To79Years_Female,21370,estonia_population.csv:7244:3
country/EST,1994,dcid:Count_Person_80To84Years_Female,19004,estonia_population.csv:7245:3
country/EST,1994,dcid:Count_Person_85OrMoreYears_Female,12151,estonia_population.csv:7250:3
country/EST,1994,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7251:3
country/EST,1995,dcid:Count_Person_Female,776811,estonia_population.csv:7252:3
country/EST,1995,dcid:Count_Person_0Years_Female,6756,estonia_population.csv:7253:3
country/EST,1995,dcid:Count_Person_1To4Years_Female,34045,estonia_population.csv:7254:3
country/EST,1995,dcid:Count_Person_5To9Years_Female,54196,estonia_population.csv:7255:3
country/EST,1995,dcid:Count_Person_10To14Years_Female,52714,estonia_population.csv:7256:3
country/EST,1995,dcid:Count_Person_15To19Years_Female,48932,estonia_population.csv:7257:3
country/EST,1995,dcid:Count_Person_20To24Years_Female,49320,estonia_population.csv:7258:3
country/EST,1995,dcid:Count_Person_25To29Years_Female,47185,estonia_population.csv:7259:3
country/EST,1995,dcid:Count_Person_30To34Years_Female,52569,estonia_population.csv:7260:3
country/EST,1995,dcid:Count_Person_35To39Years_Female,54761,estonia_population.csv:7261:3
country/EST,1995,dcid:Count_Person_40To44Years_Female,53264,estonia_population.csv:7262:3
country/EST,1995,dcid:Count_Person_45To49Years_Female,48740,estonia_population.csv:7263:3
country/EST,1995,dcid:Count_Person_50To54Years_Female,44494,estonia_population.csv:7264:3
country/EST,1995,dcid:Count_Person_55To59Years_Female,51099,estonia_population.csv:7265:3
country/EST,1995,dcid:Count_Person_60To64Years_Female,46652,estonia_population.csv:7266:3
country/EST,1995,dcid:Count_Person_65To69Years_Female,45685,estonia_population.csv:7267:3
country/EST,1995,dcid:Count_Person_70To74Years_Female,35143,estonia_population.csv:7268:3
country/EST,1995,dcid:Count_Person_75To79Years_Female,20075,estonia_population.csv:7269:3
country/EST,1995,dcid:Count_Person_80To84Years_Female,18839,estonia_population.csv:7270:3
country/EST,1995,dcid:Count_Person_85OrMoreYears_Female,12342,estonia_population.csv:7275:3
country/EST,1995,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7276:3
country/EST,1996,dcid:Count_Person_Female,765837,estonia_population.csv:7277:3
country/EST,1996,dcid:Count_Person_0Years_Female,6430,estonia_population.csv:7278:3
country/EST,1996,dcid:Count_Person_1To4Years_Female,30606,estonia_population.csv:7279:3
country/EST,1996,dcid:Count_Person_5To9Years_Female,52829,estonia_population.csv:7280:3
country/EST,1996,dcid:Count_Person_10To14Years_Female,52690,estonia_population.csv:7281:3
country/EST,1996,dcid:Count_Person_15To19Years_Female,48520,estonia_population.csv:7282:3
country/EST,1996,dcid:Count_Person_20To24Years_Female,48217,estonia_population.csv:7283:3
country/EST,1996,dcid:Count_Person_25To29Years_Female,47073,estonia_population.csv:7284:3
country/EST,1996,dcid:Count_Person_30To34Years_Female,50235,estonia_population.csv:7285:3
country/EST,1996,dcid:Count_Person_35To39Years_Female,53867,estonia_population.csv:7286:3
country/EST,1996,dcid:Count_Person_40To44Years_Female,53244,estonia_population.csv:7287:3
country/EST,1996,dcid:Count_Person_45To49Years_Female,50557,estonia_population.csv:7288:3
country/EST,1996,dcid:Count_Person_50To54Years_Female,41926,estonia_population.csv:7289:3
country/EST,1996,dcid:Count_Person_55To59Years_Female,50785,estonia_population.csv:7290:3
country/EST,1996,dcid:Count_Person_60To64Years_Female,45428,estonia_population.csv:7291:3
country/EST,1996,dcid:Count_Person_65To69Years_Female,45749,estonia_population.csv:7292:3
country/EST,1996,dcid:Count_Person_70To74Years_Female,37217,estonia_population.csv:7293:3
country/EST,1996,dcid:Count_Person_75To79Years_Female,19938,estonia_population.csv:7294:3
country/EST,1996,dcid:Count_Person_80To84Years_Female,17775,estonia_population.csv:7295:3
country/EST,1996,dcid:Count_Person_85OrMoreYears_Female,12751,estonia_population.csv:7300:3
country/EST,1996,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7301:3
country/EST,1997,dcid:Count_Person_Female,756506,estonia_population.csv:7302:3
country/EST,1997,dcid:Count_Person_0Years_Female,6320,estonia_population.csv:7303:3
country/EST,1997,dcid:Count_Person_1To4Years_Female,28151,estonia_population.csv:7304:3
country/EST,1997,dcid:Count_Person_5To9Years_Female,50536,estonia_population.csv:7305:3
country/EST,1997,dcid:Count_Person_10To14Years_Female,52417,estonia_population.csv:7306:3
country/EST,1997,dcid:Count_Person_15To19Years_Female,48250,estonia_population.csv:7307:3
country/EST,1997,dcid:Count_Person_20To24Years_Female,47358,estonia_population.csv:7308:3
country/EST,1997,dcid:Count_Person_25To29Years_Female,47490,estonia_population.csv:7309:3
country/EST,1997,dcid:Count_Person_30To34Years_Female,47825,estonia_population.csv:7310:3
country/EST,1997,dcid:Count_Person_35To39Years_Female,53390,estonia_population.csv:7311:3
country/EST,1997,dcid:Count_Person_40To44Years_Female,52602,estonia_population.csv:7312:3
country/EST,1997,dcid:Count_Person_45To49Years_Female,51041,estonia_population.csv:7313:3
country/EST,1997,dcid:Count_Person_50To54Years_Female,40003,estonia_population.csv:7314:3
country/EST,1997,dcid:Count_Person_55To59Years_Female,51209,estonia_population.csv:7315:3
country/EST,1997,dcid:Count_Person_60To64Years_Female,44967,estonia_population.csv:7316:3
country/EST,1997,dcid:Count_Person_65To69Years_Female,45401,estonia_population.csv:7317:3
country/EST,1997,dcid:Count_Person_70To74Years_Female,38311,estonia_population.csv:7318:3
country/EST,1997,dcid:Count_Person_75To79Years_Female,21669,estonia_population.csv:7319:3
country/EST,1997,dcid:Count_Person_80To84Years_Female,16481,estonia_population.csv:7320:3
country/EST,1997,dcid:Count_Person_85OrMoreYears_Female,13085,estonia_population.csv:7325:3
country/EST,1997,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7326:3
country/EST,1998,dcid:Count_Person_Female,750075,estonia_population.csv:7327:3
country/EST,1998,dcid:Count_Person_0Years_Female,5931,estonia_population.csv:7328:3
country/EST,1998,dcid:Count_Person_1To4Years_Female,26081,estonia_population.csv:7329:3
country/EST,1998,dcid:Count_Person_5To9Years_Female,47773,estonia_population.csv:7330:3
country/EST,1998,dcid:Count_Person_10To14Years_Female,52700,estonia_population.csv:7331:3
country/EST,1998,dcid:Count_Person_15To19Years_Female,48653,estonia_population.csv:7332:3
country/EST,1998,dcid:Count_Person_20To24Years_Female,46845,estonia_population.csv:7333:3
country/EST,1998,dcid:Count_Person_25To29Years_Female,47838,estonia_population.csv:7334:3
country/EST,1998,dcid:Count_Person_30To34Years_Female,46329,estonia_population.csv:7335:3
country/EST,1998,dcid:Count_Person_35To39Years_Female,52678,estonia_population.csv:7336:3
country/EST,1998,dcid:Count_Person_40To44Years_Female,52249,estonia_population.csv:7337:3
country/EST,1998,dcid:Count_Person_45To49Years_Female,51215,estonia_population.csv:7338:3
country/EST,1998,dcid:Count_Person_50To54Years_Female,40651,estonia_population.csv:7339:3
country/EST,1998,dcid:Count_Person_55To59Years_Female,48866,estonia_population.csv:7340:3
country/EST,1998,dcid:Count_Person_60To64Years_Female,45280,estonia_population.csv:7341:3
country/EST,1998,dcid:Count_Person_65To69Years_Female,45465,estonia_population.csv:7342:3
country/EST,1998,dcid:Count_Person_70To74Years_Female,38969,estonia_population.csv:7343:3
country/EST,1998,dcid:Count_Person_75To79Years_Female,24088,estonia_population.csv:7344:3
country/EST,1998,dcid:Count_Person_80To84Years_Female,15046,estonia_population.csv:7345:3
country/EST,1998,dcid:Count_Person_85OrMoreYears_Female,13418,estonia_population.csv:7350:3
country/EST,1998,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7351:3
country/EST,1999,dcid:Count_Person_Female,742978,estonia_population.csv:7352:3
country/EST,1999,dcid:Count_Person_0Years_Female,5761,estonia_population.csv:7353:3
country/EST,1999,dcid:Count_Person_1To4Years_Female,24919,estonia_population.csv:7354:3
country/EST,1999,dcid:Count_Person_5To9Years_Female,43693,estonia_population.csv:7355:3
country/EST,1999,dcid:Count_Person_10To14Years_Female,52679,estonia_population.csv:7356:3
country/EST,1999,dcid:Count_Person_15To19Years_Female,49556,estonia_population.csv:7357:3
country/EST,1999,dcid:Count_Person_20To24Years_Female,46701,estonia_population.csv:7358:3
country/EST,1999,dcid:Count_Person_25To29Years_Female,47578,estonia_population.csv:7359:3
country/EST,1999,dcid:Count_Person_30To34Years_Female,45584,estonia_population.csv:7360:3
country/EST,1999,dcid:Count_Person_35To39Years_Female,51483,estonia_population.csv:7361:3
country/EST,1999,dcid:Count_Person_40To44Years_Female,52311,estonia_population.csv:7362:3
country/EST,1999,dcid:Count_Person_45To49Years_Female,50810,estonia_population.csv:7363:3
country/EST,1999,dcid:Count_Person_50To54Years_Female,43065,estonia_population.csv:7364:3
country/EST,1999,dcid:Count_Person_55To59Years_Female,45335,estonia_population.csv:7365:3
country/EST,1999,dcid:Count_Person_60To64Years_Female,46447,estonia_population.csv:7366:3
country/EST,1999,dcid:Count_Person_65To69Years_Female,43797,estonia_population.csv:7367:3
country/EST,1999,dcid:Count_Person_70To74Years_Female,39479,estonia_population.csv:7368:3
country/EST,1999,dcid:Count_Person_75To79Years_Female,25872,estonia_population.csv:7369:3
country/EST,1999,dcid:Count_Person_80To84Years_Female,14451,estonia_population.csv:7370:3
country/EST,1999,dcid:Count_Person_85OrMoreYears_Female,13457,estonia_population.csv:7375:3
country/EST,1999,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7376:3
country/EST,2000,dcid:Count_Person_Female,748170,estonia_population.csv:7377:3
country/EST,2000,dcid:Count_Person_0Years_Female,5980,estonia_population.csv:7378:3
country/EST,2000,dcid:Count_Person_1To4Years_Female,24590,estonia_population.csv:7379:3
country/EST,2000,dcid:Count_Person_5To9Years_Female,39920,estonia_population.csv:7380:3
country/EST,2000,dcid:Count_Person_10To14Years_Female,50450,estonia_population.csv:7381:3
country/EST,2000,dcid:Count_Person_15To19Years_Female,49420,estonia_population.csv:7382:3
country/EST,2000,dcid:Count_Person_20To24Years_Female,47760,estonia_population.csv:7383:3
country/EST,2000,dcid:Count_Person_25To29Years_Female,49020,estonia_population.csv:7384:3
country/EST,2000,dcid:Count_Person_30To34Years_Female,46660,estonia_population.csv:7385:3
country/EST,2000,dcid:Count_Person_35To39Years_Female,51160,estonia_population.csv:7386:3
country/EST,2000,dcid:Count_Person_40To44Years_Female,52840,estonia_population.csv:7387:3
country/EST,2000,dcid:Count_Person_45To49Years_Female,51280,estonia_population.csv:7388:3
country/EST,2000,dcid:Count_Person_50To54Years_Female,47060,estonia_population.csv:7389:3
country/EST,2000,dcid:Count_Person_55To59Years_Female,43080,estonia_population.csv:7390:3
country/EST,2000,dcid:Count_Person_60To64Years_Female,48670,estonia_population.csv:7391:3
country/EST,2000,dcid:Count_Person_65To69Years_Female,43140,estonia_population.csv:7392:3
country/EST,2000,dcid:Count_Person_70To74Years_Female,40360,estonia_population.csv:7393:3
country/EST,2000,dcid:Count_Person_75To79Years_Female,28510,estonia_population.csv:7394:3
country/EST,2000,dcid:Count_Person_80To84Years_Female,14080,estonia_population.csv:7395:3
country/EST,2000,dcid:Count_Person_85OrMoreYears_Female,14190,estonia_population.csv:7400:3
country/EST,2000,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7401:3
country/EST,2001,dcid:Count_Person_Female,743650,estonia_population.csv:7402:3
country/EST,2001,dcid:Count_Person_0Years_Female,6270,estonia_population.csv:7403:3
country/EST,2001,dcid:Count_Person_1To4Years_Female,24070,estonia_population.csv:7404:3
country/EST,2001,dcid:Count_Person_5To9Years_Female,36750,estonia_population.csv:7405:3
country/EST,2001,dcid:Count_Person_10To14Years_Female,49940,estonia_population.csv:7406:3
country/EST,2001,dcid:Count_Person_15To19Years_Female,49450,estonia_population.csv:7407:3
country/EST,2001,dcid:Count_Person_20To24Years_Female,47700,estonia_population.csv:7408:3
country/EST,2001,dcid:Count_Person_25To29Years_Female,48320,estonia_population.csv:7409:3
country/EST,2001,dcid:Count_Person_30To34Years_Female,47080,estonia_population.csv:7410:3
country/EST,2001,dcid:Count_Person_35To39Years_Female,49530,estonia_population.csv:7411:3
country/EST,2001,dcid:Count_Person_40To44Years_Female,52550,estonia_population.csv:7412:3
country/EST,2001,dcid:Count_Person_45To49Years_Female,51790,estonia_population.csv:7413:3
country/EST,2001,dcid:Count_Person_50To54Years_Female,49320,estonia_population.csv:7414:3
country/EST,2001,dcid:Count_Person_55To59Years_Female,40670,estonia_population.csv:7415:3
country/EST,2001,dcid:Count_Person_60To64Years_Female,48710,estonia_population.csv:7416:3
country/EST,2001,dcid:Count_Person_65To69Years_Female,42330,estonia_population.csv:7417:3
country/EST,2001,dcid:Count_Person_70To74Years_Female,40590,estonia_population.csv:7418:3
country/EST,2001,dcid:Count_Person_75To79Years_Female,30400,estonia_population.csv:7419:3
country/EST,2001,dcid:Count_Person_80To84Years_Female,14130,estonia_population.csv:7420:3
country/EST,2001,dcid:Count_Person_85OrMoreYears_Female,14050,estonia_population.csv:7425:3
country/EST,2001,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7426:3
country/EST,2002,dcid:Count_Person_Female,739210,estonia_population.csv:7427:3
country/EST,2002,dcid:Count_Person_0Years_Female,6170,estonia_population.csv:7428:3
country/EST,2002,dcid:Count_Person_1To4Years_Female,23950,estonia_population.csv:7429:3
country/EST,2002,dcid:Count_Person_5To9Years_Female,34540,estonia_population.csv:7430:3
country/EST,2002,dcid:Count_Person_10To14Years_Female,48490,estonia_population.csv:7431:3
country/EST,2002,dcid:Count_Person_15To19Years_Female,49410,estonia_population.csv:7432:3
country/EST,2002,dcid:Count_Person_20To24Years_Female,47480,estonia_population.csv:7433:3
country/EST,2002,dcid:Count_Person_25To29Years_Female,47790,estonia_population.csv:7434:3
country/EST,2002,dcid:Count_Person_30To34Years_Female,47820,estonia_population.csv:7435:3
country/EST,2002,dcid:Count_Person_35To39Years_Female,47620,estonia_population.csv:7436:3
country/EST,2002,dcid:Count_Person_40To44Years_Female,52570,estonia_population.csv:7437:3
country/EST,2002,dcid:Count_Person_45To49Years_Female,51560,estonia_population.csv:7438:3
country/EST,2002,dcid:Count_Person_50To54Years_Female,50180,estonia_population.csv:7439:3
country/EST,2002,dcid:Count_Person_55To59Years_Female,39010,estonia_population.csv:7440:3
country/EST,2002,dcid:Count_Person_60To64Years_Female,49350,estonia_population.csv:7441:3
country/EST,2002,dcid:Count_Person_65To69Years_Female,42070,estonia_population.csv:7442:3
country/EST,2002,dcid:Count_Person_70To74Years_Female,40620,estonia_population.csv:7443:3
country/EST,2002,dcid:Count_Person_75To79Years_Female,31550,estonia_population.csv:7444:3
country/EST,2002,dcid:Count_Person_80To84Years_Female,15510,estonia_population.csv:7445:3
country/EST,2002,dcid:Count_Person_85OrMoreYears_Female,13520,estonia_population.csv:7450:3
country/EST,2002,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7451:3
country/EST,2003,dcid:Count_Person_Female,735200,estonia_population.csv:7452:3
country/EST,2003,dcid:Count_Person_0Years_Female,6480,estonia_population.csv:7453:3
country/EST,2003,dcid:Count_Person_1To4Years_Female,24140,estonia_population.csv:7454:3
country/EST,2003,dcid:Count_Person_5To9Years_Female,32260,estonia_population.csv:7455:3
country/EST,2003,dcid:Count_Person_10To14Years_Female,46350,estonia_population.csv:7456:3
country/EST,2003,dcid:Count_Person_15To19Years_Female,49650,estonia_population.csv:7457:3
country/EST,2003,dcid:Count_Person_20To24Years_Female,47500,estonia_population.csv:7458:3
country/EST,2003,dcid:Count_Person_25To29Years_Female,47400,estonia_population.csv:7459:3
country/EST,2003,dcid:Count_Person_30To34Years_Female,48420,estonia_population.csv:7460:3
country/EST,2003,dcid:Count_Person_35To39Years_Female,46260,estonia_population.csv:7461:3
country/EST,2003,dcid:Count_Person_40To44Years_Female,52090,estonia_population.csv:7462:3
country/EST,2003,dcid:Count_Person_45To49Years_Female,51400,estonia_population.csv:7463:3
country/EST,2003,dcid:Count_Person_50To54Years_Female,50440,estonia_population.csv:7464:3
country/EST,2003,dcid:Count_Person_55To59Years_Female,39780,estonia_population.csv:7465:3
country/EST,2003,dcid:Count_Person_60To64Years_Female,47190,estonia_population.csv:7466:3
country/EST,2003,dcid:Count_Person_65To69Years_Female,42790,estonia_population.csv:7467:3
country/EST,2003,dcid:Count_Person_70To74Years_Female,40800,estonia_population.csv:7468:3
country/EST,2003,dcid:Count_Person_75To79Years_Female,32160,estonia_population.csv:7469:3
country/EST,2003,dcid:Count_Person_80To84Years_Female,17300,estonia_population.csv:7470:3
country/EST,2003,dcid:Count_Person_85OrMoreYears_Female,12790,estonia_population.csv:7475:3
country/EST,2003,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7476:3
country/EST,2004,dcid:Count_Person_Female,730800,estonia_population.csv:7477:3
country/EST,2004,dcid:Count_Person_0Years_Female,6470,estonia_population.csv:7478:3
country/EST,2004,dcid:Count_Person_1To4Years_Female,24790,estonia_population.csv:7479:3
country/EST,2004,dcid:Count_Person_5To9Years_Female,31000,estonia_population.csv:7480:3
country/EST,2004,dcid:Count_Person_10To14Years_Female,42860,estonia_population.csv:7481:3
country/EST,2004,dcid:Count_Person_15To19Years_Female,49730,estonia_population.csv:7482:3
country/EST,2004,dcid:Count_Person_20To24Years_Female,47920,estonia_population.csv:7483:3
country/EST,2004,dcid:Count_Person_25To29Years_Female,47120,estonia_population.csv:7484:3
country/EST,2004,dcid:Count_Person_30To34Years_Female,48270,estonia_population.csv:7485:3
country/EST,2004,dcid:Count_Person_35To39Years_Female,45750,estonia_population.csv:7486:3
country/EST,2004,dcid:Count_Person_40To44Years_Female,51040,estonia_population.csv:7487:3
country/EST,2004,dcid:Count_Person_45To49Years_Female,51550,estonia_population.csv:7488:3
country/EST,2004,dcid:Count_Person_50To54Years_Female,50100,estonia_population.csv:7489:3
country/EST,2004,dcid:Count_Person_55To59Years_Female,42320,estonia_population.csv:7490:3
country/EST,2004,dcid:Count_Person_60To64Years_Female,43880,estonia_population.csv:7491:3
country/EST,2004,dcid:Count_Person_65To69Years_Female,44070,estonia_population.csv:7492:3
country/EST,2004,dcid:Count_Person_70To74Years_Female,39550,estonia_population.csv:7493:3
country/EST,2004,dcid:Count_Person_75To79Years_Female,32860,estonia_population.csv:7494:3
country/EST,2004,dcid:Count_Person_80To84Years_Female,18850,estonia_population.csv:7495:3
country/EST,2004,dcid:Count_Person_85OrMoreYears_Female,12670,estonia_population.csv:7500:3
country/EST,2004,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7501:3
country/EST,2005,dcid:Count_Person_Female,727140,estonia_population.csv:7502:3
country/EST,2005,dcid:Count_Person_0Years_Female,6820,estonia_population.csv:7503:3
country/EST,2005,dcid:Count_Person_1To4Years_Female,25190,estonia_population.csv:7504:3
country/EST,2005,dcid:Count_Person_5To9Years_Female,30210,estonia_population.csv:7505:3
country/EST,2005,dcid:Count_Person_10To14Years_Female,39350,estonia_population.csv:7506:3
country/EST,2005,dcid:Count_Person_15To19Years_Female,49600,estonia_population.csv:7507:3
country/EST,2005,dcid:Count_Person_20To24Years_Female,48280,estonia_population.csv:7508:3
country/EST,2005,dcid:Count_Person_25To29Years_Female,46610,estonia_population.csv:7509:3
country/EST,2005,dcid:Count_Person_30To34Years_Female,47980,estonia_population.csv:7510:3
country/EST,2005,dcid:Count_Person_35To39Years_Female,45580,estonia_population.csv:7511:3
country/EST,2005,dcid:Count_Person_40To44Years_Female,49860,estonia_population.csv:7512:3
country/EST,2005,dcid:Count_Person_45To49Years_Female,51400,estonia_population.csv:7513:3
country/EST,2005,dcid:Count_Person_50To54Years_Female,49670,estonia_population.csv:7514:3
country/EST,2005,dcid:Count_Person_55To59Years_Female,45260,estonia_population.csv:7515:3
country/EST,2005,dcid:Count_Person_60To64Years_Female,40940,estonia_population.csv:7516:3
country/EST,2005,dcid:Count_Person_65To69Years_Female,45500,estonia_population.csv:7517:3
country/EST,2005,dcid:Count_Person_70To74Years_Female,38530,estonia_population.csv:7518:3
country/EST,2005,dcid:Count_Person_75To79Years_Female,33370,estonia_population.csv:7519:3
country/EST,2005,dcid:Count_Person_80To84Years_Female,20490,estonia_population.csv:7520:3
country/EST,2005,dcid:Count_Person_85OrMoreYears_Female,12500,estonia_population.csv:7525:3
country/EST,2005,dcid:Count_Person_AgeNotStated_Female,0,estonia_population.csv:7526:3
country/EST,2006,dcid:Count_Person_Female,722770,estonia_population.csv:7527:3
country/EST,2006,dcid:Count_Person_0Years_Female,6870,estonia_population.csv:7528:3
country/EST,2006,dcid:Count_Person_1To4Years_Female,25710,estonia_population.csv:7529:3
country/EST,2006,dcid:Count_Person_5To9Years_Female,29900,estonia_population.csv:7530:3
country/EST,2006,dcid:Count_Person_10To14Years_Female,36220,estonia_population.csv:7531:3
country/EST,2006,dcid:Count_Person_15To19Years_Female,49030,estonia_population.csv:7532:3
country/EST,2006,dcid:Count_Person_20To24Years_Female,48120,estonia_population.csv:7533:3
country/EST,2006,dcid:Count_Person_25To29Years_Female,46290,estonia_population.csv:7534:3
country/EST,2006,dcid:Count_Person_30To34Years_Female,47080,estonia_population.csv:7535:3
country/EST,2006,dcid:Count_Person_35To39Years_Female,45860,estonia_population.csv:7536:3
country/EST,2006,dcid:Count_Person_40To44Years_Female,48170,estonia_population.csv:7537:3
country/EST,2006,dcid:Count_Person_45To49Years_Female,51020,estonia_population.csv:7538:3
country/EST,2006,dcid:Count_Person_50To54Years_Female,50110,estonia_population.csv:7539:3
country/EST,2006,dcid:Count_Person_55To59Years_Female,47480,estonia_population.csv:7540:3
country/EST,2006,dcid:Count_Person_60To64Years_Female,38740,estonia_population.csv:7541:3
country/EST,2006,dcid:Count_Person_65To69Years_Female,45650,estonia_population.csv:7542:3
country/EST,2006,dcid:Count_Person_70To74Years_Female,38130,estonia_population.csv:7543:3
