observationAbout,observationDate,variableMeasured,value,#input
country/EST,1997,dcid:Count_Person_70To74Years_Male,16972,estonia_population.csv:4643:3
country/EST,1997,dcid:Count_Person_75To79Years_Male,8610,estonia_population.csv:4644:3
country/EST,1997,dcid:Count_Person_80To84Years_Male,5621,estonia_population.csv:4645:3
country/EST,1997,dcid:Count_Person_85OrMoreYears_Male,3452,estonia_population.csv:4650:3
country/EST,1997,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4651:3
country/EST,1998,dcid:Count_Person_Male,642999,estonia_population.csv:4652:3
country/EST,1998,dcid:Count_Person_0Years_Male,6395,estonia_population.csv:4653:3
country/EST,1998,dcid:Count_Person_1To4Years_Male,27435,estonia_population.csv:4654:3
country/EST,1998,dcid:Count_Person_5To9Years_Male,50266,estonia_population.csv:4655:3
country/EST,1998,dcid:Count_Person_10To14Years_Male,54882,estonia_population.csv:4656:3
country/EST,1998,dcid:Count_Person_15To19Years_Male,50911,estonia_population.csv:4657:3
country/EST,1998,dcid:Count_Person_20To24Years_Male,47941,estonia_population.csv:4658:3
country/EST,1998,dcid:Count_Person_25To29Years_Male,47512,estonia_population.csv:4659:3
country/EST,1998,dcid:Count_Person_30To34Years_Male,44476,estonia_population.csv:4660:3
country/EST,1998,dcid:Count_Person_35To39Years_Male,49412,estonia_population.csv:4661:3
country/EST,1998,dcid:Count_Person_40To44Years_Male,47540,estonia_population.csv:4662:3
country/EST,1998,dcid:Count_Person_45To49Years_Male,44957,estonia_population.csv:4663:3
country/EST,1998,dcid:Count_Person_50To54Years_Male,34112,estonia_population.csv:4664:3
country/EST,1998,dcid:Count_Person_55To59Years_Male,38675,estonia_population.csv:4665:3
country/EST,1998,dcid:Count_Person_60To64Years_Male,32917,estonia_population.csv:4666:3
country/EST,1998,dcid:Count_Person_65To69Years_Male,29084,estonia_population.csv:4667:3
country/EST,1998,dcid:Count_Person_70To74Years_Male,18533,estonia_population.csv:4668:3
country/EST,1998,dcid:Count_Person_75To79Years_Male,9355,estonia_population.csv:4669:3
country/EST,1998,dcid:Count_Person_80To84Years_Male,4965,estonia_population.csv:4670:3
country/EST,1998,dcid:Count_Person_85OrMoreYears_Male,3631,estonia_population.csv:4675:3
country/EST,1998,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4676:3
country/EST,1999,dcid:Count_Person_Male,636259,estonia_population.csv:4677:3
country/EST,1999,dcid:Count_Person_0Years_Male,6150,estonia_population.csv:4678:3
country/EST,1999,dcid:Count_Person_1To4Years_Male,26202,estonia_population.csv:4679:3
country/EST,1999,dcid:Count_Person_5To9Years_Male,46270,estonia_population.csv:4680:3
country/EST,1999,dcid:Count_Person_10To14Years_Male,54895,estonia_population.csv:4681:3
country/EST,1999,dcid:Count_Person_15To19Years_Male,51850,estonia_population.csv:4682:3
country/EST,1999,dcid:Count_Person_20To24Years_Male,47776,estonia_population.csv:4683:3
country/EST,1999,dcid:Count_Person_25To29Years_Male,47555,estonia_population.csv:4684:3
country/EST,1999,dcid:Count_Person_30To34Years_Male,43799,estonia_population.csv:4685:3
country/EST,1999,dcid:Count_Person_35To39Years_Male,48365,estonia_population.csv:4686:3
country/EST,1999,dcid:Count_Person_40To44Years_Male,47481,estonia_population.csv:4687:3
country/EST,1999,dcid:Count_Person_45To49Years_Male,44613,estonia_population.csv:4688:3
country/EST,1999,dcid:Count_Person_50To54Years_Male,35890,estonia_population.csv:4689:3
country/EST,1999,dcid:Count_Person_55To59Years_Male,35908,estonia_population.csv:4690:3
country/EST,1999,dcid:Count_Person_60To64Years_Male,33515,estonia_population.csv:4691:3
country/EST,1999,dcid:Count_Person_65To69Years_Male,28280,estonia_population.csv:4692:3
country/EST,1999,dcid:Count_Person_70To74Years_Male,19572,estonia_population.csv:4693:3
country/EST,1999,dcid:Count_Person_75To79Years_Male,9764,estonia_population.csv:4694:3
country/EST,1999,dcid:Count_Person_80To84Years_Male,4859,estonia_population.csv:4695:3
country/EST,1999,dcid:Count_Person_85OrMoreYears_Male,3515,estonia_population.csv:4700:3
country/EST,1999,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4701:3
country/EST,2000,dcid:Count_Person_Male,653080,estonia_population.csv:4702:3
country/EST,2000,dcid:Count_Person_0Years_Male,6290,estonia_population.csv:4703:3
country/EST,2000,dcid:Count_Person_1To4Years_Male,26050,estonia_population.csv:4704:3
country/EST,2000,dcid:Count_Person_5To9Years_Male,42610,estonia_population.csv:4705:3
country/EST,2000,dcid:Count_Person_10To14Years_Male,54450,estonia_population.csv:4706:3
country/EST,2000,dcid:Count_Person_15To19Years_Male,52580,estonia_population.csv:4707:3
country/EST,2000,dcid:Count_Person_20To24Years_Male,50520,estonia_population.csv:4708:3
country/EST,2000,dcid:Count_Person_25To29Years_Male,50690,estonia_population.csv:4709:3
country/EST,2000,dcid:Count_Person_30To34Years_Male,46550,estonia_population.csv:4710:3
country/EST,2000,dcid:Count_Person_35To39Years_Male,50110,estonia_population.csv:4711:3
country/EST,2000,dcid:Count_Person_40To44Years_Male,49760,estonia_population.csv:4712:3
country/EST,2000,dcid:Count_Person_45To49Years_Male,45990,estonia_population.csv:4713:3
country/EST,2000,dcid:Count_Person_50To54Years_Male,39760,estonia_population.csv:4714:3
country/EST,2000,dcid:Count_Person_55To59Years_Male,34450,estonia_population.csv:4715:3
country/EST,2000,dcid:Count_Person_60To64Years_Male,35340,estonia_population.csv:4716:3
country/EST,2000,dcid:Count_Person_65To69Years_Male,27960,estonia_population.csv:4717:3
country/EST,2000,dcid:Count_Person_70To74Years_Male,20980,estonia_population.csv:4718:3
country/EST,2000,dcid:Count_Person_75To79Years_Male,10540,estonia_population.csv:4719:3
country/EST,2000,dcid:Count_Person_80To84Years_Male,4760,estonia_population.csv:4720:3
country/EST,2000,dcid:Count_Person_85OrMoreYears_Male,3690,estonia_population.csv:4725:3
country/EST,2000,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4726:3
country/EST,2001,dcid:Count_Person_Male,649070,estonia_population.csv:4727:3
country/EST,2001,dcid:Count_Person_0Years_Male,6820,estonia_population.csv:4728:3
country/EST,2001,dcid:Count_Person_1To4Years_Male,25550,estonia_population.csv:4729:3
country/EST,2001,dcid:Count_Person_5To9Years_Male,38940,estonia_population.csv:4730:3
country/EST,2001,dcid:Count_Person_10To14Years_Male,53930,estonia_population.csv:4731:3
country/EST,2001,dcid:Count_Person_15To19Years_Male,52590,estonia_population.csv:4732:3
country/EST,2001,dcid:Count_Person_20To24Years_Male,50350,estonia_population.csv:4733:3
country/EST,2001,dcid:Count_Person_25To29Years_Male,50460,estonia_population.csv:4734:3
country/EST,2001,dcid:Count_Person_30To34Years_Male,47150,estonia_population.csv:4735:3
country/EST,2001,dcid:Count_Person_35To39Years_Male,48510,estonia_population.csv:4736:3
country/EST,2001,dcid:Count_Person_40To44Years_Male,49590,estonia_population.csv:4737:3
country/EST,2001,dcid:Count_Person_45To49Years_Male,46480,estonia_population.csv:4738:3
country/EST,2001,dcid:Count_Person_50To54Years_Male,41720,estonia_population.csv:4739:3
country/EST,2001,dcid:Count_Person_55To59Years_Male,32550,estonia_population.csv:4740:3
country/EST,2001,dcid:Count_Person_60To64Years_Male,35250,estonia_population.csv:4741:3
country/EST,2001,dcid:Count_Person_65To69Years_Male,27440,estonia_population.csv:4742:3
country/EST,2001,dcid:Count_Person_70To74Years_Male,22200,estonia_population.csv:4743:3
country/EST,2001,dcid:Count_Person_75To79Years_Male,11180,estonia_population.csv:4744:3
country/EST,2001,dcid:Count_Person_80To84Years_Male,4680,estonia_population.csv:4745:3
country/EST,2001,dcid:Count_Person_85OrMoreYears_Male,3680,estonia_population.csv:4750:3
country/EST,2001,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4751:3
country/EST,2002,dcid:Count_Person_Male,644300,estonia_population.csv:4752:3
country/EST,2002,dcid:Count_Person_0Years_Male,6570,estonia_population.csv:4753:3
country/EST,2002,dcid:Count_Person_1To4Years_Male,25610,estonia_population.csv:4754:3
country/EST,2002,dcid:Count_Person_5To9Years_Male,36500,estonia_population.csv:4755:3
country/EST,2002,dcid:Count_Person_10To14Years_Male,52090,estonia_population.csv:4756:3
country/EST,2002,dcid:Count_Person_15To19Years_Male,52420,estonia_population.csv:4757:3
country/EST,2002,dcid:Count_Person_20To24Years_Male,50430,estonia_population.csv:4758:3
country/EST,2002,dcid:Count_Person_25To29Years_Male,49860,estonia_population.csv:4759:3
country/EST,2002,dcid:Count_Person_30To34Years_Male,48150,estonia_population.csv:4760:3
country/EST,2002,dcid:Count_Person_35To39Years_Male,46940,estonia_population.csv:4761:3
country/EST,2002,dcid:Count_Person_40To44Years_Male,49620,estonia_population.csv:4762:3
country/EST,2002,dcid:Count_Person_45To49Years_Male,46310,estonia_population.csv:4763:3
country/EST,2002,dcid:Count_Person_50To54Years_Male,42590,estonia_population.csv:4764:3
country/EST,2002,dcid:Count_Person_55To59Years_Male,31180,estonia_population.csv:4765:3
country/EST,2002,dcid:Count_Person_60To64Years_Male,35640,estonia_population.csv:4766:3
country/EST,2002,dcid:Count_Person_65To69Years_Male,27240,estonia_population.csv:4767:3
country/EST,2002,dcid:Count_Person_70To74Years_Male,22740,estonia_population.csv:4768:3
country/EST,2002,dcid:Count_Person_75To79Years_Male,11830,estonia_population.csv:4769:3
country/EST,2002,dcid:Count_Person_80To84Years_Male,5060,estonia_population.csv:4770:3
country/EST,2002,dcid:Count_Person_85OrMoreYears_Male,3520,estonia_population.csv:4775:3
country/EST,2002,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4776:3
country/EST,2003,dcid:Count_Person_Male,639990,estonia_population.csv:4777:3
country/EST,2003,dcid:Count_Person_0Years_Male,6680,estonia_population.csv:4778:3
country/EST,2003,dcid:Count_Person_1To4Years_Male,25720,estonia_population.csv:4779:3
country/EST,2003,dcid:Count_Person_5To9Years_Male,34100,estonia_population.csv:4780:3
country/EST,2003,dcid:Count_Person_10To14Years_Male,49590,estonia_population.csv:4781:3
country/EST,2003,dcid:Count_Person_15To19Years_Male,52930,estonia_population.csv:4782:3
country/EST,2003,dcid:Count_Person_20To24Years_Male,50120,estonia_population.csv:4783:3
country/EST,2003,dcid:Count_Person_25To29Years_Male,49620,estonia_population.csv:4784:3
country/EST,2003,dcid:Count_Person_30To34Years_Male,49140,estonia_population.csv:4785:3
country/EST,2003,dcid:Count_Person_35To39Years_Male,45370,estonia_population.csv:4786:3
country/EST,2003,dcid:Count_Person_40To44Years_Male,49490,estonia_population.csv:4787:3
country/EST,2003,dcid:Count_Person_45To49Years_Male,46250,estonia_population.csv:4788:3
country/EST,2003,dcid:Count_Person_50To54Years_Male,42800,estonia_population.csv:4789:3
country/EST,2003,dcid:Count_Person_55To59Years_Male,31800,estonia_population.csv:4790:3
country/EST,2003,dcid:Count_Person_60To64Years_Male,34350,estonia_population.csv:4791:3
country/EST,2003,dcid:Count_Person_65To69Years_Male,27590,estonia_population.csv:4792:3
country/EST,2003,dcid:Count_Person_70To74Years_Male,22580,estonia_population.csv:4793:3
country/EST,2003,dcid:Count_Person_75To79Years_Male,12980,estonia_population.csv:4794:3
country/EST,2003,dcid:Count_Person_80To84Years_Male,5530,estonia_population.csv:4795:3
country/EST,2003,dcid:Count_Person_85OrMoreYears_Male,3350,estonia_population.csv:4800:3
country/EST,2003,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4801:3
country/EST,2004,dcid:Count_Person_Male,635450,estonia_population.csv:4802:3
country/EST,2004,dcid:Count_Person_0Years_Male,6660,estonia_population.csv:4803:3
country/EST,2004,dcid:Count_Person_1To4Years_Male,26180,estonia_population.csv:4804:3
country/EST,2004,dcid:Count_Person_5To9Years_Male,32600,estonia_population.csv:4805:3
country/EST,2004,dcid:Count_Person_10To14Years_Male,45920,estonia_population.csv:4806:3
country/EST,2004,dcid:Count_Person_15To19Years_Male,52990,estonia_population.csv:4807:3
country/EST,2004,dcid:Count_Person_20To24Years_Male,50630,estonia_population.csv:4808:3
country/EST,2004,dcid:Count_Person_25To29Years_Male,49190,estonia_population.csv:4809:3
country/EST,2004,dcid:Count_Person_30To34Years_Male,49330,estonia_population.csv:4810:3
country/EST,2004,dcid:Count_Person_35To39Years_Male,44960,estonia_population.csv:4811:3
country/EST,2004,dcid:Count_Person_40To44Years_Male,48660,estonia_population.csv:4812:3
country/EST,2004,dcid:Count_Person_45To49Years_Male,46570,estonia_population.csv:4813:3
country/EST,2004,dcid:Count_Person_50To54Years_Male,42720,estonia_population.csv:4814:3
country/EST,2004,dcid:Count_Person_55To59Years_Male,33640,estonia_population.csv:4815:3
country/EST,2004,dcid:Count_Person_60To64Years_Male,32140,estonia_population.csv:4816:3
country/EST,2004,dcid:Count_Person_65To69Years_Male,28260,estonia_population.csv:4817:3
country/EST,2004,dcid:Count_Person_70To74Years_Male,22100,estonia_population.csv:4818:3
country/EST,2004,dcid:Count_Person_75To79Years_Male,13760,estonia_population.csv:4819:3
country/EST,2004,dcid:Count_Person_80To84Years_Male,5840,estonia_population.csv:4820:3
country/EST,2004,dcid:Count_Person_85OrMoreYears_Male,3300,estonia_population.csv:4825:3
country/EST,2004,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4826:3
country/EST,2005,dcid:Count_Person_Male,631710,estonia_population.csv:4827:3
country/EST,2005,dcid:Count_Person_0Years_Male,7170,estonia_population.csv:4828:3
country/EST,2005,dcid:Count_Person_1To4Years_Male,26520,estonia_population.csv:4829:3
country/EST,2005,dcid:Count_Person_5To9Years_Male,31880,estonia_population.csv:4830:3
country/EST,2005,dcid:Count_Person_10To14Years_Male,41810,estonia_population.csv:4831:3
country/EST,2005,dcid:Count_Person_15To19Years_Male,53080,estonia_population.csv:4832:3
country/EST,2005,dcid:Count_Person_20To24Years_Male,50790,estonia_population.csv:4833:3
country/EST,2005,dcid:Count_Person_25To29Years_Male,48950,estonia_population.csv:4834:3
country/EST,2005,dcid:Count_Person_30To34Years_Male,49060,estonia_population.csv:4835:3
country/EST,2005,dcid:Count_Person_35To39Years_Male,44800,estonia_population.csv:4836:3
country/EST,2005,dcid:Count_Person_40To44Years_Male,47700,estonia_population.csv:4837:3
country/EST,2005,dcid:Count_Person_45To49Years_Male,46660,estonia_population.csv:4838:3
country/EST,2005,dcid:Count_Person_50To54Years_Male,42480,estonia_population.csv:4839:3
country/EST,2005,dcid:Count_Person_55To59Years_Male,36030,estonia_population.csv:4840:3
country/EST,2005,dcid:Count_Person_60To64Years_Male,30030,estonia_population.csv:4841:3
country/EST,2005,dcid:Count_Person_65To69Years_Male,29160,estonia_population.csv:4842:3
country/EST,2005,dcid:Count_Person_70To74Years_Male,21470,estonia_population.csv:4843:3
country/EST,2005,dcid:Count_Person_75To79Years_Male,14590,estonia_population.csv:4844:3
country/EST,2005,dcid:Count_Person_80To84Years_Male,6270,estonia_population.csv:4845:3
country/EST,2005,dcid:Count_Person_85OrMoreYears_Male,3260,estonia_population.csv:4850:3
country/EST,2005,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4851:3
country/EST,2006,dcid:Count_Person_Male,627930,estonia_population.csv:4852:3
country/EST,2006,dcid:Count_Person_0Years_Male,7450,estonia_population.csv:4853:3
country/EST,2006,dcid:Count_Person_1To4Years_Male,26830,estonia_population.csv:4854:3
country/EST,2006,dcid:Count_Person_5To9Years_Male,31880,estonia_population.csv:4855:3
country/EST,2006,dcid:Count_Person_10To14Years_Male,38210,estonia_population.csv:4856:3
country/EST,2006,dcid:Count_Person_15To19Years_Male,52630,estonia_population.csv:4857:3
country/EST,2006,dcid:Count_Person_20To24Years_Male,50650,estonia_population.csv:4858:3
country/EST,2006,dcid:Count_Person_25To29Years_Male,48560,estonia_population.csv:4859:3
country/EST,2006,dcid:Count_Person_30To34Years_Male,48730,estonia_population.csv:4860:3
country/EST,2006,dcid:Count_Person_35To39Years_Male,45350,estonia_population.csv:4861:3
country/EST,2006,dcid:Count_Person_40To44Years_Male,46170,estonia_population.csv:4862:3
country/EST,2006,dcid:Count_Person_45To49Years_Male,46520,estonia_population.csv:4863:3
country/EST,2006,dcid:Count_Person_50To54Years_Male,42950,estonia_population.csv:4864:3
country/EST,2006,dcid:Count_Person_55To59Years_Male,37830,estonia_population.csv:4865:3
country/EST,2006,dcid:Count_Person_60To64Years_Male,28470,estonia_population.csv:4866:3
country/EST,2006,dcid:Count_Person_65To69Years_Male,29210,estonia_population.csv:4867:3
country/EST,2006,dcid:Count_Person_70To74Years_Male,21130,estonia_population.csv:4868:3
country/EST,2006,dcid:Count_Person_75To79Years_Male,15450,estonia_population.csv:4869:3
country/EST,2006,dcid:Count_Person_80To84Years_Male,6730,estonia_population.csv:4870:3
country/EST,2006,dcid:Count_Person_85OrMoreYears_Male,3180,estonia_population.csv:4875:3
country/EST,2006,dcid:Count_Person_AgeNotStated_Male,0,estonia_population.csv:4876:3
country/EST,2007,dcid:Count_Person_Male,624260,estonia_population.csv:4877:3
country/EST,2007,dcid:Count_Person_0Years_Male,7740,estonia_population.csv:4878:3
country/EST,2007,dcid:Count_Person_1To4Years_Male,27670,estonia_population.csv:4879:3
country/EST,2007,dcid:Count_Person_5To9Years_Male,31650,estonia_population.csv:4880:3
country/EST,2007,dcid:Count_Person_10To14Years_Male,35740,estonia_population.csv:4881:3
country/EST,2007,dcid:Count_Person_15To19Years_Male,50880,estonia_population.csv:4882:3
